country,sector,output_hat,price_hat,spending_hat
ARG,01T02,0.9848510470941164,0.9910183741164341,0.9905746867511992
ARG,03,0.9885148383419199,0.9912114107214406,0.9905746867511992
ARG,05T06,0.9851405498481538,0.9908369371924987,0.9905746867511992
ARG,07T08,0.9871591140887304,0.9908523107278723,0.9905746867511992
ARG,10T12,0.9881295886920571,0.9910155512261487,0.9905746867511992
ARG,13T15,0.974581388519569,0.9899301232590726,0.9905746867511992
ARG,16,0.9799940747094156,0.9911078088948755,0.9905746867511992
ARG,17T18,0.9911726224351637,0.9913139855091495,0.9905746867511992
ARG,19,0.9937517119386288,0.9910340411456534,0.9905746867511992
ARG,20,0.9924913364630985,0.9920216554710188,0.9905746867511992
ARG,21,0.9969448120933798,0.9919784741599422,0.9905746867511992
ARG,22,0.9873957968442106,0.9919574783451521,0.9905746867511992
ARG,23,0.9885361718527681,0.9909662883164456,0.9905746867511992
ARG,24,0.9821123338207449,0.9916793641082434,0.9905746867511992
ARG,25,0.9828982810341025,0.9911740798664563,0.9905746867511992
ARG,26,0.9855503923269097,0.9894719429308736,0.9905746867511992
ARG,27,0.9837472687744024,0.9909620181846724,0.9905746867511992
ARG,28,0.9945968020768077,0.9913839797205855,0.9905746867511992
ARG,29T30,0.9898874402594804,0.991361953879358,0.9905746867511992
ARG,31T33,0.9886171036325688,0.9909901788547095,0.9905746867511992
ARG,35,0.9901535610205416,0.9911030916930065,0.9905746867511992
ARG,36T39,0.990427157855807,0.9910653307930228,0.9905746867511992
ARG,41T43,0.9906912199561522,0.9908605223584582,0.9905746867511992
ARG,45T47,0.9903396361030588,0.9909617711787818,0.9905746867511992
ARG,49,0.9901197069488258,0.9914130241334236,0.9905746867511992
ARG,50,0.9847709649843236,0.9916339186865538,0.9905746867511992
ARG,51,0.9944841788632585,0.9931281737157491,0.9905746867511992
ARG,52,0.9905189716248113,0.9912420446699524,0.9905746867511992
ARG,53,1.007848082150318,0.9913937344723792,0.9905746867511992
ARG,55T56,0.9933700654333,0.991078834565346,0.9905746867511992
ARG,58T60,1.001240318859732,0.9920884521002903,0.9905746867511992
ARG,61,0.996857792255921,0.9913151491381418,0.9905746867511992
ARG,62T63,0.9924044650334412,0.9918157259042872,0.9905746867511992
ARG,64T66,0.9959361363134718,0.9923345467054956,0.9905746867511992
ARG,68,0.9923523758490909,0.9906195873442296,0.9905746867511992
ARG,69T75,0.9960008227690944,0.9916187836362326,0.9905746867511992
ARG,77T82,0.992480541872181,0.9909392568265522,0.9905746867511992
ARG,84,0.9910708122115942,0.9909789092703151,0.9905746867511992
ARG,85,0.9920648743136289,0.9907526731290245,0.9905746867511992
ARG,86T88,0.9908424420376205,0.9908753770616784,0.9905746867511992
ARG,90T93,0.9918758174728789,0.9913646401189807,0.9905746867511992
ARG,94T98,0.9911873330350931,0.9910512718262016,0.9905746867511992
AUS,01T02,0.9773805402730854,0.9834717360765344,0.9820699189493977
AUS,03,0.9795758656367966,0.9838021399951812,0.9820699189493977
AUS,05T06,0.9757039995895629,0.9828642737666421,0.9820699189493977
AUS,07T08,0.9689389915399453,0.9832090895635932,0.9820699189493977
AUS,10T12,0.9812863977124728,0.983555054014898,0.9820699189493977
AUS,13T15,0.9595107605870141,0.9822722835673142,0.9820699189493977
AUS,16,0.9795183497518751,0.9833118134832077,0.9820699189493977
AUS,17T18,0.9851725031552588,0.983582823967211,0.9820699189493977
AUS,19,0.9865424863560415,0.9837518227040305,0.9820699189493977
AUS,20,0.995906359577736,0.9840343366229882,0.9820699189493977
AUS,21,0.993742631640555,0.984193029190648,0.9820699189493977
AUS,22,0.9841949272881687,0.9844316775622085,0.9820699189493977
AUS,23,0.9808507502656333,0.9833232548099401,0.9820699189493977
AUS,24,0.9473600405609258,0.9846567666856773,0.9820699189493977
AUS,25,0.9780462303356704,0.9835474029065502,0.9820699189493977
AUS,26,0.9863900220337022,0.983378450093531,0.9820699189493977
AUS,27,0.9842245698311537,0.9837341617290709,0.9820699189493977
AUS,28,0.9975875289505591,0.9842228984998699,0.9820699189493977
AUS,29T30,0.9970841514258176,0.9847842595231171,0.9820699189493977
AUS,31T33,0.9837307279488359,0.9845234335957207,0.9820699189493977
AUS,35,0.9805895964301758,0.9827884068645337,0.9820699189493977
AUS,36T39,0.9825989331479044,0.983004580836707,0.9820699189493977
AUS,41T43,0.9818536526113734,0.9831946654752501,0.9820699189493977
AUS,45T47,0.9844186345017399,0.9830482364847601,0.9820699189493977
AUS,49,0.9834776451768692,0.9833262362335551,0.9820699189493977
AUS,50,0.9817541390770445,0.9831573411909407,0.9820699189493977
AUS,51,0.985888810566189,0.9844651360650641,0.9820699189493977
AUS,52,0.9826450677905703,0.9828052540032887,0.9820699189493977
AUS,53,0.9857703133540542,0.9832862162748681,0.9820699189493977
AUS,55T56,0.9856655557299755,0.98310383185968,0.9820699189493977
AUS,58T60,1.003338649815734,0.9840336193871906,0.9820699189493977
AUS,61,0.9856802531004116,0.9833658997289012,0.9820699189493977
AUS,62T63,0.9859480735705337,0.9830255679131337,0.9820699189493977
AUS,64T66,0.9843061033238963,0.9826063326915088,0.9820699189493977
AUS,68,0.982669885740658,0.9824452501916612,0.9820699189493977
AUS,69T75,0.9866698748104005,0.9829980805954676,0.9820699189493977
AUS,77T82,0.984250513651294,0.9829666574385619,0.9820699189493977
AUS,84,0.9825185960562979,0.9827401075336499,0.9820699189493977
AUS,85,0.9780654382445152,0.9826803422922807,0.9820699189493977
AUS,86T88,0.9821678763679955,0.9826156333033433,0.9820699189493977
AUS,90T93,0.9821711632076087,0.9829515134904371,0.9820699189493977
AUS,94T98,0.9821416924725468,0.9826987219587562,0.9820699189493977
AUT,01T02,0.9963976218051013,0.9999278851053363,1.0008304894824132
AUT,03,1.0010484477538104,0.9998062645977992,1.0008304894824132
AUT,05T06,0.9923024817285034,0.9984080179415056,1.0008304894824132
AUT,07T08,0.9942966602443354,0.999770977179298,1.0008304894824132
AUT,10T12,1.0028942338169722,0.9998322918700202,1.0008304894824132
AUT,13T15,0.9731674660578363,0.9983987767213853,1.0008304894824132
AUT,16,0.9951180104190043,0.9997391307022822,1.0008304894824132
AUT,17T18,0.9950309615248254,0.9998113506236815,1.0008304894824132
AUT,19,1.0042463918178093,0.9929068542058447,1.0008304894824132
AUT,20,0.995563638368049,0.9993845554543156,1.0008304894824132
AUT,21,1.0272046033617117,1.0008138724266114,1.0008304894824132
AUT,22,0.995276538822455,0.9996756520560552,1.0008304894824132
AUT,23,0.9969560281724039,0.9997115152730814,1.0008304894824132
AUT,24,1.0083480315746265,0.9991823230573361,1.0008304894824132
AUT,25,0.9962305844137721,0.9995329244208724,1.0008304894824132
AUT,26,1.0062560252863755,0.9988757208580749,1.0008304894824132
AUT,27,0.9979453493485361,0.9991304745417673,1.0008304894824132
AUT,28,1.0031331146055122,0.999407111019194,1.0008304894824132
AUT,29T30,1.0160149323398817,0.9995079161959527,1.0008304894824132
AUT,31T33,0.9998992325328414,0.999495953446607,1.0008304894824132
AUT,35,0.9997849312524929,0.9978689565894459,1.0008304894824132
AUT,36T39,1.0011349853723943,1.0002445936355087,1.0008304894824132
AUT,41T43,1.000536045295646,0.9999198639121315,1.0008304894824132
AUT,45T47,0.999551876377046,1.000258848475725,1.0008304894824132
AUT,49,0.9936925729678111,0.9999959726610964,1.0008304894824132
AUT,50,0.9924133021986045,0.9996671932032857,1.0008304894824132
AUT,51,1.0026234839986123,0.9997201991688001,1.0008304894824132
AUT,52,0.9954627003519244,1.000258114017845,1.0008304894824132
AUT,53,1.0044925394167945,1.0020470120127725,1.0008304894824132
AUT,55T56,1.000822973939806,1.0002911111206352,1.0008304894824132
AUT,58T60,1.0061747272651482,1.000572414521586,1.0008304894824132
AUT,61,1.000285530263871,0.9999177639119596,1.0008304894824132
AUT,62T63,0.998827960868557,1.0000316005802639,1.0008304894824132
AUT,64T66,1.001865548131009,1.000566284894647,1.0008304894824132
AUT,68,1.0006334013394074,1.0004487732891165,1.0008304894824132
AUT,69T75,1.002233459352097,1.0005442367899584,1.0008304894824132
AUT,77T82,0.999890897509137,1.0004355296626057,1.0008304894824132
AUT,84,1.0008624890638067,1.0004393979260795,1.0008304894824132
AUT,85,1.0015102629553636,1.0004373066437897,1.0008304894824132
AUT,86T88,1.0008659102518165,1.0004900763344875,1.0008304894824132
AUT,90T93,1.0001775686264105,1.0003443985156806,1.0008304894824132
AUT,94T98,1.0008522424597563,1.0003991123666718,1.0008304894824132
BEL,01T02,0.9888858358108568,1.0005091606275653,1.0012144360113198
BEL,03,1.0019800100757152,0.9998264766637708,1.0012144360113198
BEL,05T06,0.9942373681838984,1.0009204786108907,1.0012144360113198
