country,sector,output_hat,price_hat,spending_hat
ARG,01T02,0.9830449903827699,0.991176215577066,0.9907889516704963
ARG,03,0.9887402024908141,0.9913626578307643,0.9907889516704963
ARG,05T06,0.9790636192722821,0.9910284449732818,0.9907889516704963
ARG,07T08,0.9871417332833043,0.9910296993546743,0.9907889516704963
ARG,10T12,0.987816954367897,0.9911814218910356,0.9907889516704963
ARG,13T15,0.9774084711905798,0.9903907503803773,0.9907889516704963
ARG,16,0.9783764802684068,0.9912959942651286,0.9907889516704963
ARG,17T18,0.9918686673767734,0.9914795338060356,0.9907889516704963
ARG,19,0.995564696701926,0.9912075676745183,0.9907889516704963
ARG,20,0.9957729834222363,0.9920941107357019,0.9907889516704963
ARG,21,0.9988859171550168,0.9920641005436027,0.9907889516704963
ARG,22,0.9871459254890356,0.9920431344355373,0.9907889516704963
ARG,23,0.988356673923,0.9911479423567983,0.9907889516704963
ARG,24,0.9809362154247784,0.9917675317236194,0.9907889516704963
ARG,25,0.9831102882749458,0.9913698110215862,0.9907889516704963
ARG,26,0.9769026445826691,0.9900944220672535,0.9907889516704963
ARG,27,0.98026543274069,0.9912111184349506,0.9907889516704963
ARG,28,1.0010537510904085,0.9915975102735037,0.9907889516704963
ARG,29T30,0.9910675781661092,0.991591080873675,0.9907889516704963
ARG,31T33,0.9894000126261369,0.9912148045413451,0.9907889516704963
ARG,35,0.9907194394015728,0.9912545534620436,0.9907889516704963
ARG,36T39,0.9908269718428171,0.9912301077822872,0.9907889516704963
ARG,41T43,0.9909434352621453,0.9910796039226604,0.9907889516704963
ARG,45T47,0.9909822361225166,0.9911320881287001,0.9907889516704963
ARG,49,0.9907771293823153,0.9915469166369827,0.9907889516704963
ARG,50,0.9858141740022842,0.9917480593597631,0.9907889516704963
ARG,51,0.9990394928425458,0.9930881364328007,0.9907889516704963
ARG,52,0.9914530099950665,0.9914017784130892,0.9907889516704963
ARG,53,1.01450420952346,0.9915324163598513,0.9907889516704963
ARG,55T56,0.9947399501360773,0.9912426264689723,0.9907889516704963
ARG,58T60,1.0035025802620838,0.9921677817160175,0.9907889516704963
ARG,61,0.9994564549062137,0.9914884780056109,0.9907889516704963
ARG,62T63,0.9924644568243602,0.9919394550713788,0.9907889516704963
ARG,64T66,0.9981549904245152,0.9923273071064502,0.9907889516704963
ARG,68,0.993309023980653,0.9908255474972484,0.9907889516704963
ARG,69T75,0.9938311370650834,0.9917330626913035,0.9907889516704963
ARG,77T82,0.9931536754669,0.991119228872144,0.9907889516704963
ARG,84,0.991471179859004,0.9911491295742749,0.9907889516704963
ARG,85,0.9921142614148734,0.9909387385473879,0.9907889516704963
ARG,86T88,0.9911518488745374,0.9910674576052834,0.9907889516704963
ARG,90T93,0.9930257999427556,0.9915126225969193,0.9907889516704963
ARG,94T98,0.9914893472841472,0.9912236768465222,0.9907889516704963
AUS,01T02,0.9778301517859941,0.9857740444350622,0.9846424614601086
AUS,03,0.9813701078683067,0.9860169685957617,0.9846424614601086
AUS,05T06,0.9777110804402319,0.9852860717662842,0.9846424614601086
AUS,07T08,0.9705480020613532,0.9855601107529943,0.9846424614601086
AUS,10T12,0.98209354450413,0.9858341209283402,0.9846424614601086
AUS,13T15,0.9648345493527176,0.9848291015894006,0.9846424614601086
AUS,16,0.9821616047611271,0.985647595157066,0.9846424614601086
AUS,17T18,0.98682287578094,0.9858743332686772,0.9846424614601086
AUS,19,0.9894151798020883,0.9858579262871029,0.9846424614601086
AUS,20,1.0062921137033896,0.9861605110090546,0.9846424614601086
AUS,21,0.9941773120635884,0.9863873074728836,0.9846424614601086
AUS,22,0.9867177317536354,0.986552469041862,0.9846424614601086
AUS,23,0.9828099019289889,0.9856493880977412,0.9846424614601086
